ID_person,Square,Rooms,Price,Rooms_indicator
6164,34,1.0,11322,0
15330,37,1.0,7807,0
6384,50,2.0,18400,0
2052,112,6.0,33712,0
13157,116,6.0,34452,0
18705,52,2.0,19552,0
9053,114,5.0,27702,0
3850,110,5.0,36740,0
1156,73,3.0,23579,0
12073,45,1.0,9405,0
1105,72,3.0,25056,0
3969,49,3.0,17003,0
11162,59,2.0,12862,0
12321,117,6.0,35685,0
1268,118,7.0,25370,0
11330,30,1.0,8520,0
8101,39,3.690378548895899,11583,1
6032,96,4.0,30912,0
6654,66,4.0,23628,0
10550,57,3.0,21888,0
15252,71,3.0,24353,0
16213,113,5.0,27233,0
17923,62,2.0,16678,0
14420,116,4.0,27840,0
1990,85,4.0,22015,0
5654,32,1.0,10624,0
13529,51,2.0,17493,0
18430,118,7.0,32922,0
13546,31,1.0,6975,0
9600,47,3.0,16826,0
11809,75,3.0,26700,0
4393,73,3.690378548895899,27229,1
18140,90,6.0,18900,0
10006,111,5.0,31746,0
5689,83,4.0,17347,0
5980,73,3.0,28397,0
6825,67,3.690378548895899,17822,1
19633,125,6.0,32250,0
5952,81,4.0,29970,0
13590,120,6.0,41520,0
8295,94,4.0,32054,0
3203,112,3.690378548895899,41104,1
4639,49,2.0,19551,0
19593,81,4.0,16686,0
15513,65,3.0,22555,0
2359,57,2.0,13680,0
11051,43,2.0,13588,0
6786,55,3.690378548895899,11330,1
5166,53,3.0,18656,0
15415,82,3.0,18614,0
12265,76,3.0,28652,0
11275,39,1.0,10413,0
1562,121,7.0,46101,0
8491,47,1.0,14053,0
3730,96,4.0,33408,0
3198,70,4.0,14770,0
13211,51,3.0,12444,0
4406,108,4.0,24840,0
4021,74,4.0,25826,0
12348,69,3.0,21597,0
14210,49,2.0,14455,0
1637,110,5.0,29370,0
8929,124,5.0,49104,0
10225,64,3.690378548895899,16512,1
16481,70,3.0,14000,0
4878,106,4.0,41340,0
12558,42,2.0,15582,0
17454,69,4.0,21735,0
19455,90,3.0,27270,0
14060,113,5.0,41245,0
7991,118,5.0,34456,0
10197,36,1.0,10476,0
19762,105,4.0,35070,0
3840,97,4.0,23377,0
4358,102,6.0,25602,0
18534,71,3.0,25489,0
1311,123,5.0,45141,0
6608,35,2.0,13020,0
13561,82,5.0,23698,0
3481,47,2.0,12126,0
15175,64,4.0,19456,0
9988,81,4.0,26892,0
11860,102,4.0,24888,0
13619,74,3.0,25752,0
1071,42,2.0,15498,0
11793,114,7.0,31122,0
15444,49,2.0,11417,0
2373,123,6.0,41697,0
10465,51,2.0,13923,0
2673,79,5.0,21093,0
19720,57,2.0,14877,0
7364,95,5.0,30115,0
17528,36,1.0,8352,0
3448,53,2.0,19080,0
10260,104,3.690378548895899,30056,1
17179,64,4.0,16320,0
5620,82,3.0,30012,0
15162,112,6.0,43456,0
5338,42,2.0,9114,0
19281,43,2.0,14405,0
8581,93,5.0,22413,0
6903,57,2.0,11913,0
2747,96,6.0,20160,0
16356,67,3.0,13467,0
16194,126,6.0,37044,0
1395,89,3.0,34799,0
8144,107,5.0,30281,0
5455,41,1.0,11111,0
9439,106,5.0,32648,0
9589,96,4.0,27840,0
6240,93,4.0,22971,0
5327,86,4.0,18318,0
12962,46,2.0,15456,0
13202,88,4.0,18568,0
18909,91,3.0,19201,0
12400,41,2.0,8856,0
781,115,6.0,36455,0
9811,38,2.0,11020,0
12658,95,5.0,23085,0
2813,69,4.0,24426,0
5816,100,6.0,22500,0
3981,30,1.0,10410,0
11520,114,4.0,33516,0
13553,122,7.0,31842,0
12867,67,3.0,23517,0
16278,103,4.0,23896,0
1062,88,4.0,25960,0
18762,115,6.0,28405,0
16790,99,4.0,26928,0
17130,103,4.0,37286,0
9836,115,5.0,41975,0
18672,106,4.0,36994,0
1426,105,5.0,29295,0
16101,124,6.0,36084,0
14384,121,7.0,46464,0
2476,116,5.0,28188,0
6714,97,5.0,19497,0
18753,69,4.0,20148,0
10751,99,6.0,24255,0
8404,128,6.0,41984,0
16559,68,2.0,23596,0
10653,51,3.0,12087,0
15662,129,6.0,47085,0
18282,34,2.0,10166,0
7179,51,3.0,16728,0
2210,54,3.0,13554,0
2646,79,3.690378548895899,25754,1
1333,83,4.0,31291,0
16474,79,4.0,26307,0
6609,93,3.0,27063,0
12425,64,2.0,13056,0
4096,33,2.0,11880,0
12223,62,3.0,12400,0
3041,94,3.690378548895899,27354,1
8514,107,6.0,39162,0
4637,50,3.690378548895899,17400,1
10937,93,3.0,19902,0
14755,85,5.0,32980,0
242,104,4.0,23608,0
1895,78,3.0,26442,0
4414,83,5.0,16849,0
19604,126,8.0,46872,0
1659,64,3.0,18496,0
974,96,4.0,31872,0
15651,51,2.0,13464,0
6305,79,3.0,26702,0
9136,53,2.0,21041,0
3808,99,6.0,31482,0
13964,39,2.0,10959,0
10719,98,5.0,31654,0
6550,119,3.690378548895899,36176,1
1460,96,4.0,37152,0
9326,31,1.0,7781,0
18770,36,2.0,7200,0
5694,75,3.0,28575,0
8149,56,3.0,21672,0
13257,41,2.0,15129,0
12265,43,2.0,17028,0
7847,68,2.0,16252,0
14935,68,4.0,18292,0
16420,105,5.0,41160,0
18537,124,6.0,40548,0
19308,101,4.0,35047,0
17328,115,7.0,24380,0
2039,89,4.0,23852,0
18959,75,3.0,16425,0
17124,44,1.0,12848,0
7879,74,4.0,23680,0
6759,38,2.0,10982,0
2918,125,7.0,49250,0
2415,65,3.0,22295,0
17305,129,8.0,42312,0
2521,88,4.0,17952,0
10804,117,6.0,41769,0
11584,56,3.0,12432,0
9643,87,4.0,26796,0
9033,55,3.0,12210,0
5079,127,3.690378548895899,44323,1
866,121,5.0,46948,0
1353,113,7.0,36047,0
13940,74,3.0,22644,0
11995,71,4.0,26270,0
10608,33,1.0,10725,0
15754,36,1.0,9684,0
8666,44,2.0,16104,0
8036,108,4.0,38124,0
7171,89,5.0,20648,0
4426,87,4.0,29667,0
10913,35,1.0,13965,0
333,109,4.0,38695,0
6387,122,5.0,25010,0
16258,113,5.0,29267,0
15649,65,2.0,13650,0
12377,53,2.0,20829,0
10030,91,3.0,30667,0
13918,127,6.0,32004,0
9841,61,2.0,20618,0
4027,109,5.0,35425,0
5152,105,4.0,36015,0
18407,101,5.0,21513,0
7214,74,4.0,26344,0
693,129,5.0,50955,0
15455,45,3.690378548895899,14850,1
8902,63,2.0,19530,0
17141,104,6.0,37128,0
9353,111,7.0,22533,0
17296,73,3.0,19126,0
1019,36,2.0,9108,0
7896,124,5.0,24800,0
2490,61,3.690378548895899,13786,1
10053,39,1.0,10881,0
3438,124,5.0,34968,0
13550,110,5.0,29150,0
10987,47,1.0,14194,0
19908,94,3.0,32806,0
18907,94,5.0,37224,0
5471,83,4.0,22825,0
10958,89,3.0,35511,0
13083,116,5.0,40832,0
8492,67,2.0,22847,0
9156,51,2.0,12342,0
6273,95,4.0,34295,0
2270,96,5.0,36192,0
9137,123,7.0,29397,0
13700,84,4.0,18060,0
18577,55,3.0,20515,0
1520,69,3.0,18561,0
19964,82,5.0,24272,0
14321,84,3.0,22176,0
16453,63,2.0,24822,0
6008,102,4.0,22848,0
18488,100,4.0,36400,0
12581,96,5.0,27648,0
12273,89,4.0,34265,0
780,30,3.690378548895899,8190,1
12372,51,2.0,11424,0
4036,47,3.0,16497,0
18862,32,2.0,10304,0
11864,50,2.0,18350,0
6110,101,5.0,33128,0
15434,45,2.0,15255,0
5135,63,4.0,18333,0
13305,91,3.0,34580,0
5247,67,2.0,21775,0
19187,81,4.0,28269,0
11451,78,3.0,18096,0
12040,40,2.0,8320,0
18861,58,2.0,18966,0
15884,98,4.0,20188,0
10246,91,6.0,26754,0
706,50,2.0,10250,0
16860,87,5.0,18531,0
8637,115,3.690378548895899,42320,1
13407,92,4.0,33580,0
4502,53,2.0,10653,0
16831,85,4.0,31280,0
12496,32,2.0,11584,0
16711,68,2.0,14620,0
14931,72,3.0,27072,0
14069,53,2.0,16695,0
7332,116,4.0,40252,0
2418,63,3.0,23121,0
7748,127,7.0,37084,0
7755,91,4.0,33397,0
14593,41,3.690378548895899,9553,1
19843,59,3.0,16107,0
6261,106,5.0,21836,0
16107,53,3.0,16218,0
5477,40,2.0,9200,0
2942,35,3.690378548895899,9590,1
17119,120,7.0,43560,0
8595,85,4.0,33745,0
9542,92,3.690378548895899,36708,1
15074,41,3.690378548895899,9266,1
18668,32,1.0,10016,0
7369,92,4.0,26496,0
3539,128,8.0,33280,0
750,32,3.690378548895899,12736,1
8929,56,3.0,13160,0
14421,80,3.0,23920,0
12193,70,3.0,15680,0
318,43,2.0,12470,0
6348,88,3.0,29128,0
1171,57,3.0,12882,0
856,81,4.0,19845,0
14592,82,4.0,19270,0
16319,41,1.0,14842,0
142,88,4.0,33440,0
6406,106,5.0,29256,0
4762,38,1.0,9272,0
9270,124,5.0,36332,0
6460,79,3.0,25043,0
4877,34,3.690378548895899,8874,1
9898,71,3.0,15762,0
15100,49,2.0,17542,0
13697,68,3.0,16728,0
18572,129,7.0,34056,0
15100,44,2.0,17336,0
9877,111,4.0,32856,0
6470,59,2.0,12744,0
12472,92,6.0,27416,0
11082,126,6.0,34020,0
17234,99,4.0,38313,0
5278,31,1.0,11811,0
19014,84,3.0,26964,0
6958,105,4.0,25200,0
7939,67,3.0,20100,0
4473,81,3.0,28755,0
18441,95,3.690378548895899,29260,1
9351,41,1.0,8979,0
1573,85,3.0,21930,0
18793,88,3.0,20504,0
18655,67,3.690378548895899,24656,1
6366,116,7.0,34220,0
15873,88,4.0,32120,0
15331,78,3.0,21684,0
1304,37,2.0,7881,0
6237,105,3.690378548895899,34230,1
6268,89,4.0,26077,0
7654,76,3.0,20976,0
12151,91,4.0,34034,0
2465,68,4.0,17272,0
11303,62,2.0,20398,0
8346,96,4.0,34176,0
19252,53,2.0,15423,0
15629,87,5.0,22272,0
18432,112,4.0,23184,0
19836,110,7.0,34210,0
6099,81,5.0,24624,0
17390,104,5.0,39416,0
10648,96,6.0,29088,0
11972,117,5.0,27378,0
12908,113,5.0,44070,0
17923,60,3.690378548895899,16440,1
6198,124,5.0,33976,0
4983,60,3.0,18840,0
16113,52,3.0,16224,0
16832,67,4.0,16348,0
13425,94,4.0,36472,0
2260,53,3.0,13144,0
19807,45,2.0,9315,0
8806,80,5.0,19680,0
11728,69,3.0,22218,0
11373,91,5.0,27391,0
11840,125,6.0,39000,0
14652,50,2.0,10450,0
12795,47,3.0,15416,0
9876,84,4.0,30072,0
11957,104,5.0,30160,0
17742,84,3.0,31668,0
1360,64,3.0,24320,0
17175,59,3.690378548895899,14573,1
9684,82,3.0,29684,0
7764,95,5.0,37240,0
2294,93,4.0,28551,0
17818,58,2.0,12412,0
3805,70,4.0,25480,0
14719,37,2.0,12987,0
19543,44,1.0,15972,0
12425,109,7.0,40984,0
15125,124,5.0,35960,0
11439,82,3.0,19434,0
13016,83,4.0,21248,0
415,67,3.0,16750,0
17277,114,4.0,26904,0
10198,125,7.0,41500,0
699,84,3.0,29904,0
3724,75,4.0,22275,0
9063,93,4.0,30690,0
7472,94,6.0,26508,0
13813,65,3.0,23205,0
9517,47,3.690378548895899,12549,1
15364,98,5.0,23520,0
6252,68,3.0,15980,0
5194,69,2.0,26979,0
11148,79,4.0,27492,0
4484,92,4.0,32108,0
3725,34,1.0,11356,0
5568,77,3.690378548895899,20867,1
5449,108,6.0,25596,0
11577,52,3.0,19396,0
10863,58,2.0,18676,0
11697,83,4.0,24817,0
12822,97,6.0,27160,0
19829,122,6.0,47580,0
12896,64,2.0,16128,0
165,34,1.0,12070,0
4429,124,7.0,24924,0
3120,32,2.0,8448,0
18989,88,5.0,29128,0
4542,109,4.0,30520,0
6244,92,3.690378548895899,28704,1
1586,37,1.0,8251,0
8379,77,5.0,18172,0
5775,39,3.690378548895899,8229,1
14238,116,5.0,35960,0
10458,73,3.0,15841,0
2677,94,5.0,27542,0
14883,50,3.0,18700,0
13783,50,3.690378548895899,16100,1
11614,106,3.690378548895899,30422,1
19975,88,4.0,33616,0
13201,108,4.0,39204,0
10286,34,1.0,13498,0
15151,59,2.0,14750,0
4565,68,4.0,21488,0
19400,53,3.690378548895899,19928,1
2451,68,2.0,15028,0
13919,85,5.0,24565,0
17685,123,7.0,44649,0
9683,30,1.0,11940,0
17777,64,2.0,20416,0
19928,79,3.0,16195,0
13523,93,5.0,35154,0
742,120,6.0,32880,0
3749,110,5.0,35090,0
9875,53,3.0,10706,0
16926,120,6.0,39480,0
3762,54,3.690378548895899,18792,1
661,129,5.0,36894,0
8300,52,2.0,18096,0
9488,116,6.0,29000,0
9608,101,4.0,29189,0
16298,70,4.0,22330,0
4368,97,4.0,36957,0
18374,65,3.0,24700,0
2675,74,3.0,19610,0
10519,117,5.0,34047,0
18601,51,2.0,16983,0
1273,103,5.0,22866,0
8750,56,2.0,12656,0
17680,40,1.0,14520,0
18603,51,2.0,18513,0
4402,87,3.0,24012,0
1744,120,6.0,42840,0
14335,77,5.0,17094,0
17458,93,5.0,30411,0
13965,79,3.0,22831,0
8739,47,2.0,10951,0
18095,98,4.0,22638,0
5943,63,3.0,12663,0
465,115,5.0,35190,0
6267,37,3.690378548895899,13098,1
4065,79,4.0,26781,0
712,106,5.0,41658,0
15178,36,1.0,8136,0
11316,89,4.0,22517,0
366,86,3.690378548895899,25284,1
18747,41,2.0,13940,0
7409,71,3.0,22081,0
1770,109,6.0,32264,0
5460,90,4.0,35460,0
5143,119,5.0,43197,0
2564,55,2.0,13090,0
4280,31,1.0,11811,0
2627,115,6.0,35305,0
18587,56,2.0,18480,0
11522,129,6.0,48633,0
1091,114,7.0,36822,0
11475,70,3.0,17850,0
16514,44,3.690378548895899,12276,1
3960,38,1.0,14402,0
7205,71,3.0,19596,0
2823,38,2.0,9614,0
17982,108,6.0,42120,0
3144,88,4.0,25168,0
8606,82,3.0,29602,0
12018,64,4.0,18176,0
7088,119,7.0,36533,0
7532,34,1.0,12410,0
18187,78,3.0,29406,0
8961,76,5.0,30324,0
11484,114,6.0,40128,0
9433,47,2.0,17390,0
8425,59,2.0,14337,0
8372,119,7.0,47362,0
13103,47,2.0,15980,0
2272,76,3.0,28728,0
2922,86,4.0,25026,0
10999,91,6.0,22022,0
19152,103,6.0,24308,0
8084,40,2.0,14400,0
10320,78,3.0,16692,0
1255,96,3.690378548895899,28032,1
16572,104,5.0,31096,0
8880,107,4.0,40339,0
5959,32,1.0,6688,0
10115,108,7.0,41472,0
4213,117,7.0,43407,0
7052,95,6.0,26505,0
10987,38,3.690378548895899,14174,1
13833,123,6.0,34563,0
12358,115,6.0,25645,0
1417,129,5.0,44247,0
14355,102,6.0,35598,0
5999,97,6.0,32592,0
6009,44,2.0,12848,0
17676,98,5.0,36456,0
7242,45,3.0,16200,0
5555,56,2.0,21504,0
13551,49,2.0,18424,0
9119,68,4.0,21148,0
3116,105,6.0,32235,0
17628,32,1.0,9024,0
9278,128,5.0,29824,0
18176,65,2.0,22035,0
16867,64,4.0,18368,0
408,81,4.0,16524,0
1735,76,3.0,21280,0
7004,113,7.0,37403,0
724,71,3.0,26696,0
2276,127,7.0,40640,0
4510,74,4.0,17686,0
19486,55,2.0,18535,0
7362,103,4.0,27192,0
13618,94,6.0,33088,0
18050,53,2.0,12243,0
9153,124,7.0,45260,0
12875,57,2.0,22401,0
3177,57,3.0,21774,0
6382,54,3.0,14094,0
11629,110,6.0,32670,0
7823,35,1.0,8365,0
15032,42,1.0,16296,0
14302,123,5.0,40344,0
11497,105,7.0,34965,0
14125,106,6.0,28196,0
5216,99,5.0,31284,0
2172,94,3.0,28388,0
16693,46,2.0,9200,0
12212,84,3.0,21840,0
1134,129,3.690378548895899,37023,1
9261,99,5.0,20691,0
3481,99,4.0,20988,0
6310,105,6.0,26565,0
16764,103,6.0,25235,0
15518,125,3.690378548895899,42875,1
7555,113,4.0,42601,0
5282,95,6.0,30020,0
14653,74,4.0,17760,0
19192,108,6.0,37260,0
5045,30,1.0,6270,0
16888,55,2.0,11110,0
14810,36,2.0,12528,0
11088,37,1.0,8510,0
17610,112,4.0,29344,0
17135,69,3.690378548895899,16215,1
5145,124,5.0,44888,0
3956,80,4.0,21280,0
7505,57,3.0,19152,0
13431,117,5.0,27144,0
1741,124,5.0,49104,0
4833,48,2.0,14304,0
12381,102,5.0,28968,0
17839,102,5.0,35496,0
9917,115,6.0,44965,0
18447,45,3.0,14490,0
13669,36,3.690378548895899,13500,1
15555,116,7.0,28304,0
18553,101,5.0,35855,0
17618,73,3.0,28835,0
8811,64,3.0,21696,0
971,54,3.0,16902,0
12250,92,5.0,22172,0
18757,118,5.0,37878,0
9506,80,3.0,18800,0
15162,109,4.0,37605,0
4775,110,3.690378548895899,43230,1
10457,34,1.0,7310,0
6688,70,3.0,18410,0
12808,128,8.0,28032,0
5432,78,5.0,22542,0
2966,44,1.0,16764,0
3308,108,4.0,36072,0
16025,61,2.0,15555,0
7945,96,4.0,33600,0
1083,48,2.0,12048,0
1656,116,7.0,43848,0
18327,100,5.0,35900,0
19538,81,4.0,23733,0
10996,102,5.0,38760,0
18599,91,4.0,35763,0
17908,86,3.690378548895899,24338,1
4935,90,3.690378548895899,22500,1
16503,39,2.0,10413,0
655,36,3.690378548895899,11592,1
12645,78,3.0,23790,0
1211,59,3.0,13098,0
8780,50,2.0,12000,0
7335,61,3.0,18544,0
15476,42,2.0,14280,0
4602,41,2.0,13038,0
11642,113,5.0,36273,0
10167,93,3.0,24459,0
15076,54,3.0,17388,0
14059,115,5.0,36225,0
4853,40,2.0,14040,0
3738,91,5.0,20384,0
3486,77,3.0,29799,0
11072,70,3.0,14070,0
16240,97,5.0,22213,0
4412,115,5.0,35880,0
11424,55,3.0,12100,0
1799,49,2.0,11074,0
7704,97,5.0,23668,0
13911,57,2.0,14022,0
12702,119,4.0,34986,0
16364,121,3.690378548895899,31944,1
283,32,1.0,7296,0
6804,112,5.0,44576,0
15917,100,4.0,23000,0
6196,61,3.0,20923,0
9454,91,3.0,19838,0
11933,40,2.0,15680,0
13630,111,3.690378548895899,44178,1
5007,61,2.0,14884,0
12905,92,4.0,34132,0
4844,45,3.690378548895899,14040,1
17557,79,5.0,31284,0
12609,35,1.0,11095,0
6942,108,7.0,22464,0
7473,33,1.0,10758,0
12112,105,6.0,36120,0
14872,73,4.0,18907,0
3291,44,1.0,13068,0
11711,118,5.0,45784,0
1279,72,3.690378548895899,17784,1
3307,102,4.0,34170,0
19516,53,3.690378548895899,18709,1
5325,35,1.0,13580,0
18451,82,4.0,21484,0
9303,56,3.0,12880,0
17107,96,4.0,23136,0
13935,60,3.0,21900,0
16191,101,6.0,34340,0
8141,79,4.0,28756,0
1401,101,5.0,23331,0
7314,118,6.0,40356,0
10459,43,1.0,16942,0
15384,108,4.0,25164,0
2154,76,3.0,20140,0
10346,58,2.0,20590,0
7423,77,4.0,25487,0
18384,82,3.0,27060,0
913,55,2.0,14575,0
6117,67,2.0,24790,0
15023,60,3.0,15360,0
11408,126,7.0,26586,0
12531,86,3.0,20210,0
17714,70,4.0,17360,0
15572,64,3.0,23808,0
5622,60,3.0,22080,0
13585,60,3.690378548895899,20280,1
6673,90,3.0,34740,0
7764,78,3.0,25038,0
9432,53,2.0,17225,0
3877,75,3.0,28875,0
5939,39,2.0,13143,0
11106,89,3.690378548895899,28302,1
1202,45,1.0,16560,0
15268,118,6.0,44368,0
4346,94,3.0,28106,0
2782,101,5.0,24038,0
11442,65,3.0,13130,0
10741,128,6.0,28928,0
18669,60,3.0,16740,0
12105,62,3.0,14942,0
15371,125,8.0,49250,0
2243,85,4.0,25925,0
1267,72,4.0,27720,0
13927,117,6.0,32058,0
10401,41,3.690378548895899,8692,1
9479,41,2.0,8446,0
13121,125,8.0,33625,0
1467,34,1.0,13124,0
9694,99,4.0,29502,0
3355,94,4.0,31772,0
2388,91,4.0,28938,0
9549,56,2.0,21280,0
3929,59,3.0,19883,0
4304,34,1.0,8670,0
7608,45,2.0,17595,0
3831,90,6.0,28440,0
4899,126,8.0,37296,0
5876,108,7.0,27972,0
12326,36,1.0,13320,0
12988,71,3.0,21300,0
10165,99,5.0,22077,0
691,85,4.0,27370,0
7650,102,3.690378548895899,27234,1
4732,128,7.0,44416,0
4493,59,3.0,16874,0
9271,69,2.0,20148,0
9153,124,6.0,34472,0
523,77,3.690378548895899,27951,1
1022,95,4.0,31540,0
9774,93,3.690378548895899,36549,1
17905,46,2.0,14030,0
19840,124,7.0,37324,0
4203,127,6.0,27305,0
9503,40,2.0,11800,0
18410,64,3.0,17408,0
10210,104,3.690378548895899,27352,1
1177,53,2.0,13303,0
1541,76,3.690378548895899,18240,1
18772,81,4.0,31428,0
8481,45,1.0,10080,0
8644,88,4.0,27544,0
1972,100,5.0,36400,0
1409,106,5.0,26182,0
19085,86,5.0,31132,0
18448,109,7.0,34117,0
17958,87,4.0,34452,0
16383,40,1.0,10960,0
19351,75,4.0,28425,0
11981,128,3.690378548895899,36736,1
8312,34,1.0,8160,0
1762,120,5.0,42840,0
18933,105,5.0,35805,0
18491,98,4.0,33026,0
18770,54,2.0,20034,0
2039,70,3.0,20650,0
14597,49,2.0,13769,0
11960,69,3.0,27117,0
3029,80,4.0,20320,0
8427,85,4.0,18275,0
7777,33,2.0,8019,0
16293,82,3.690378548895899,17220,1
11244,129,8.0,50052,0
9012,79,3.0,23305,0
15046,54,2.0,16308,0
18705,37,1.0,14060,0
231,33,2.0,8976,0
1931,66,2.0,21384,0
3931,96,6.0,30432,0
18943,79,4.0,17538,0
1404,123,7.0,31611,0
15387,102,4.0,32742,0
16156,107,5.0,38841,0
6406,124,8.0,40548,0
18184,51,3.690378548895899,16830,1
10425,96,5.0,31584,0
8899,69,3.0,16422,0
5488,125,6.0,47375,0
1631,95,3.0,20235,0
16448,110,5.0,37950,0
6962,65,2.0,17485,0
19520,92,5.0,28428,0
3525,63,3.0,22365,0
13819,61,4.0,13115,0
2615,122,5.0,35624,0
9317,45,1.0,12060,0
14141,129,5.0,44118,0
17079,43,2.0,9718,0
744,76,4.0,25840,0
11286,49,3.690378548895899,14798,1
11079,102,5.0,21522,0
9099,67,2.0,26532,0
10666,122,5.0,41968,0
12621,126,3.690378548895899,42462,1
5990,33,2.0,10527,0
9313,88,3.690378548895899,19976,1
4274,112,5.0,24864,0
12602,101,4.0,23533,0
9125,91,3.690378548895899,28483,1
11683,78,5.0,20826,0
19791,68,4.0,26452,0
17861,87,4.0,23316,0
2948,57,2.0,13680,0
2426,105,7.0,39375,0
5453,40,2.0,15720,0
1453,117,6.0,37557,0
16597,66,4.0,15642,0
11348,122,5.0,24644,0
16582,78,3.690378548895899,21060,1
17625,119,7.0,37842,0
3652,30,1.0,6780,0
9275,86,5.0,32766,0
7548,117,7.0,34983,0
10971,32,2.0,6656,0
14481,51,2.0,11373,0
16558,115,4.0,34270,0
9541,88,3.690378548895899,27632,1
7962,101,4.0,23634,0
11560,115,6.0,34155,0
5961,45,2.0,9855,0
6280,101,4.0,33936,0
19664,47,2.0,15369,0
13183,65,2.0,20735,0
4476,32,1.0,10848,0
9193,57,3.690378548895899,12369,1
6728,104,5.0,38480,0
9347,103,4.0,25441,0
8264,30,1.0,7890,0
15989,37,1.0,10582,0
15087,91,3.0,22841,0
3327,90,5.0,22590,0
3005,71,3.0,27122,0
