ID_person,Model,Power,Price,Power_indicator
13052,Toyota,377.0,1442940,0
17375,Audi,335.0,3399743,0
14037,Subaru,285.0,913853,0
8438,Audi,282.1206629834254,1398975,1
5599,Subaru,285.0,695245,0
18437,BMW,241.0,2205323,0
11345,Daewoo,217.0,3575086,0
346,Daewoo,333.0,3636969,0
19197,Nissan,132.0,1093530,0
16428,KIA,396.0,310813,0
17115,Daewoo,220.0,1249179,0
15798,Mercedez-Benz,269.0,2450896,0
13734,Subaru,415.0,2199718,0
18927,BMW,339.0,3044149,0
18061,BMW,480.0,917496,0
11513,BMW,325.0,3659976,0
17115,Audi,430.0,3898698,0
17877,Infiniti,82.0,1985580,0
9315,Audi,70.0,2025032,0
2204,Subaru,490.0,3992834,0
7320,Infiniti,403.0,2691794,0
17366,LADA,363.0,2761705,0
9634,BMW,70.0,2187917,0
19598,Infiniti,122.0,3292307,0
7411,Nissan,200.0,3148705,0
17732,BMW,282.1206629834254,2364961,1
15875,KIA,216.0,2535634,0
2586,Audi,364.0,1745794,0
5204,Daewoo,282.1206629834254,3157525,1
18066,Subaru,187.0,3590062,0
19723,KIA,232.0,3597152,0
19818,KIA,285.0,3735723,0
1963,Subaru,137.0,536071,0
12863,Daewoo,198.0,727353,0
2100,Infiniti,420.0,2485711,0
4971,KIA,476.0,796729,0
358,Daewoo,161.0,1705524,0
12750,KIA,352.0,451291,0
8063,Infiniti,227.0,3549115,0
8333,Mercedez-Benz,218.0,246678,0
10066,Infiniti,442.0,2864647,0
3782,Audi,226.0,3526800,0
7896,KIA,251.0,3532873,0
16501,Toyota,282.1206629834254,264088,1
10764,KIA,205.0,760313,0
2886,Toyota,209.0,1230663,0
12786,Ford,377.0,1173717,0
8046,Mercedez-Benz,182.0,2765848,0
11810,BMW,80.0,655019,0
5162,Infiniti,282.1206629834254,2390466,1
5129,Toyota,243.0,2363919,0
10889,BMW,307.0,2059449,0
6715,Subaru,282.0,308885,0
17910,Ford,126.0,1022288,0
13367,Audi,493.0,1884566,0
17391,Nissan,115.0,1551507,0
10967,Daewoo,147.0,2956069,0
13681,Daewoo,499.0,1531312,0
12840,KIA,303.0,996798,0
14118,Daewoo,441.0,734962,0
9239,Ford,349.0,2197610,0
8844,Subaru,356.0,1162192,0
10219,Toyota,437.0,2466357,0
14630,Ford,221.0,3855519,0
6584,KIA,375.0,234867,0
3199,Infiniti,241.0,745638,0
6798,Daewoo,168.0,3392163,0
8265,Nissan,282.1206629834254,3364793,1
173,Toyota,476.0,1728988,0
11672,Nissan,242.0,2283843,0
12946,LADA,187.0,3998464,0
7632,Toyota,379.0,3254226,0
14643,Toyota,397.0,1325010,0
8852,LADA,136.0,1229695,0
13445,Ford,95.0,2690234,0
7007,Daewoo,160.0,3115967,0
13367,Mercedez-Benz,447.0,2225205,0
3661,Audi,191.0,277583,0
15842,Mercedez-Benz,421.0,3058630,0
10586,Toyota,166.0,1441215,0
4430,BMW,410.0,1421691,0
7938,KIA,247.0,2948574,0
18813,Toyota,282.1206629834254,292235,1
3622,Toyota,475.0,3103378,0
1868,KIA,478.0,3949470,0
11199,Audi,279.0,1619002,0
5264,Infiniti,153.0,2404393,0
1231,Audi,142.0,2526449,0
18861,KIA,121.0,2868089,0
17541,Toyota,226.0,1587705,0
18586,BMW,102.0,2739228,0
10561,Ford,366.0,2861192,0
6984,Infiniti,301.0,486633,0
17644,Audi,309.0,2247482,0
5655,Subaru,366.0,1644957,0
5026,Audi,461.0,1417113,0
11671,Toyota,415.0,2547391,0
14877,KIA,208.0,3650827,0
14567,Toyota,291.0,2004540,0
12834,BMW,356.0,3165327,0
8573,LADA,338.0,258902,0
18514,Ford,463.0,658558,0
1296,LADA,198.0,1986900,0
11648,Mercedez-Benz,101.0,821986,0
15622,Infiniti,496.0,1366996,0
19083,Ford,282.1206629834254,1153296,1
4741,Nissan,225.0,2448544,0
19243,Mercedez-Benz,456.0,1415126,0
16980,Ford,412.0,3657530,0
2926,BMW,382.0,2009873,0
19179,KIA,437.0,2704200,0
11129,Audi,211.0,208391,0
10033,BMW,475.0,520537,0
13681,Toyota,75.0,1877633,0
643,Subaru,431.0,3969313,0
6433,Infiniti,258.0,1711286,0
14041,Toyota,358.0,1362920,0
4980,Audi,282.1206629834254,2214324,1
15180,LADA,152.0,3686076,0
469,LADA,164.0,1823838,0
17303,Audi,486.0,2424526,0
6111,Infiniti,420.0,3965795,0
5625,Subaru,478.0,2386849,0
13889,Nissan,176.0,3085061,0
5119,Daewoo,480.0,2458233,0
7858,Daewoo,454.0,2791808,0
6258,Subaru,394.0,1781171,0
3165,Mercedez-Benz,163.0,2634824,0
11233,Infiniti,489.0,2380392,0
4097,BMW,417.0,1391854,0
5063,Toyota,315.0,2041556,0
6375,Daewoo,332.0,515734,0
9694,KIA,470.0,844591,0
10304,Nissan,228.0,3228847,0
9013,Subaru,480.0,1341510,0
13935,Mercedez-Benz,205.0,2010492,0
3243,Ford,357.0,1857024,0
15921,Mercedez-Benz,282.1206629834254,1371971,1
12674,Nissan,467.0,3716588,0
5639,Daewoo,233.0,1132885,0
12470,Mercedez-Benz,440.0,1782410,0
15649,Subaru,191.0,2123453,0
14319,Subaru,306.0,2086108,0
5771,Nissan,252.0,2567227,0
1624,Mercedez-Benz,128.0,1620253,0
13748,Subaru,494.0,317576,0
5809,Ford,347.0,1983975,0
18774,Toyota,108.0,1239048,0
14761,Audi,468.0,3733681,0
8690,Ford,340.0,3139284,0
18609,Nissan,146.0,264897,0
9600,Audi,244.0,2412262,0
13490,BMW,180.0,1753916,0
18058,Nissan,277.0,3005425,0
1748,Daewoo,306.0,355850,0
18572,Toyota,441.0,959861,0
3675,BMW,190.0,537404,0
466,KIA,282.1206629834254,2331535,1
10204,Daewoo,265.0,2986670,0
15704,Subaru,378.0,3039003,0
5087,Audi,282.1206629834254,2658126,1
16712,Audi,192.0,1866183,0
1757,Subaru,343.0,2834748,0
4922,Audi,276.0,3225630,0
12414,Mercedez-Benz,282.1206629834254,1362130,1
7733,Ford,424.0,1373833,0
4640,Mercedez-Benz,127.0,1228911,0
19875,Daewoo,85.0,275155,0
9096,Ford,479.0,1790664,0
8535,Infiniti,202.0,1398635,0
665,LADA,191.0,2099720,0
8608,Ford,313.0,1266015,0
1832,Ford,464.0,2269775,0
19312,KIA,337.0,2588645,0
10152,Mercedez-Benz,400.0,2056920,0
7359,Ford,278.0,3313851,0
467,Infiniti,469.0,2956206,0
12082,Toyota,282.1206629834254,3394845,1
9831,Infiniti,323.0,3466326,0
12689,Subaru,282.1206629834254,2109660,1
12169,LADA,116.0,3936722,0
14754,Infiniti,222.0,664468,0
11998,LADA,263.0,3585818,0
6061,Subaru,159.0,3193202,0
15404,Ford,155.0,2492121,0
17480,Infiniti,156.0,3818666,0
15100,Subaru,174.0,627903,0
1227,Nissan,205.0,2265858,0
1683,Toyota,197.0,1172687,0
19396,Infiniti,310.0,1265074,0
16807,Toyota,382.0,461966,0
6950,Ford,406.0,722000,0
15979,Subaru,282.1206629834254,1462659,1
1148,Nissan,172.0,3474959,0
9194,KIA,179.0,2535925,0
14144,Toyota,493.0,2627227,0
3700,Daewoo,140.0,3154943,0
13167,KIA,252.0,764044,0
1384,Ford,318.0,3113540,0
6809,KIA,410.0,3437267,0
18375,Daewoo,178.0,1248637,0
11789,Daewoo,264.0,3848720,0
17667,LADA,435.0,1425185,0
146,LADA,94.0,1014168,0
13374,BMW,452.0,658820,0
4196,BMW,183.0,434203,0
6269,Subaru,386.0,2212235,0
1585,Audi,271.0,476854,0
6507,Daewoo,351.0,2351884,0
18973,Audi,289.0,1677309,0
18912,Infiniti,215.0,1110273,0
9584,KIA,465.0,2172141,0
18029,LADA,349.0,855091,0
8602,Ford,365.0,3532583,0
10712,Toyota,129.0,3828435,0
15162,Infiniti,466.0,3088359,0
12212,Nissan,388.0,1997135,0
10670,Toyota,486.0,2093337,0
2387,Daewoo,147.0,1309688,0
14448,Mercedez-Benz,320.0,2384237,0
8295,Nissan,236.0,1638281,0
12523,Subaru,311.0,3632597,0
8164,Subaru,282.1206629834254,747079,1
5439,Ford,215.0,1512342,0
16712,Ford,483.0,1917137,0
9510,Daewoo,112.0,2456135,0
496,Audi,300.0,3483942,0
15135,Toyota,269.0,2131677,0
18481,Nissan,213.0,1412865,0
7758,Toyota,351.0,3493740,0
12913,Daewoo,104.0,2012942,0
581,Daewoo,243.0,2244753,0
944,KIA,105.0,1306207,0
18291,Audi,425.0,992404,0
2833,Daewoo,299.0,1726854,0
17417,LADA,488.0,1820859,0
14559,Mercedez-Benz,282.1206629834254,1413533,1
4111,BMW,282.1206629834254,641598,1
8487,Toyota,142.0,3645586,0
17791,LADA,366.0,2336366,0
4905,Mercedez-Benz,121.0,2558944,0
13356,LADA,485.0,391506,0
18144,Infiniti,433.0,2304956,0
767,BMW,247.0,1805082,0
15790,LADA,350.0,3707913,0
6123,Audi,248.0,1487351,0
13460,Infiniti,173.0,3847542,0
110,Mercedez-Benz,206.0,3167853,0
19800,Audi,354.0,1880608,0
11091,BMW,214.0,3289269,0
10656,Toyota,401.0,1173277,0
5343,Infiniti,282.1206629834254,2937392,1
9410,Ford,251.0,3627488,0
3387,Mercedez-Benz,419.0,1768152,0
18210,Nissan,131.0,3581877,0
7569,Ford,409.0,3341537,0
16930,Daewoo,355.0,1186121,0
7536,Audi,410.0,2180142,0
15729,KIA,282.1206629834254,3373938,1
12702,Toyota,484.0,3902986,0
8274,Subaru,333.0,1563938,0
19023,Toyota,116.0,2583251,0
12201,KIA,282.1206629834254,931635,1
16366,Nissan,213.0,316921,0
14406,Daewoo,265.0,3981420,0
19224,Audi,384.0,637593,0
18914,Daewoo,256.0,3425391,0
12769,Audi,131.0,1919787,0
379,LADA,235.0,3807533,0
18429,Infiniti,417.0,3918986,0
12904,Audi,114.0,483751,0
8854,Subaru,452.0,2543324,0
11259,Subaru,183.0,1980191,0
16593,Infiniti,282.1206629834254,1552965,1
7238,Nissan,446.0,3161652,0
9124,Subaru,282.1206629834254,2807344,1
8256,Audi,279.0,1205324,0
14979,BMW,282.1206629834254,3024042,1
16838,Subaru,305.0,2520014,0
4217,BMW,282.1206629834254,366691,1
16406,LADA,146.0,2590350,0
15451,Infiniti,457.0,2450675,0
19175,Subaru,131.0,638374,0
10965,Audi,123.0,662871,0
422,Daewoo,73.0,1361913,0
14890,Nissan,372.0,3860763,0
17736,KIA,454.0,1159707,0
4132,Subaru,115.0,1727326,0
4973,Infiniti,443.0,772148,0
11675,KIA,272.0,2710645,0
14838,Nissan,498.0,1562691,0
18412,Toyota,352.0,228831,0
947,Mercedez-Benz,337.0,2979084,0
12587,Nissan,282.1206629834254,3814645,1
9595,Mercedez-Benz,377.0,2957826,0
1481,Daewoo,292.0,3879068,0
11103,Daewoo,349.0,2653995,0
14368,LADA,178.0,3398865,0
4399,LADA,440.0,1284273,0
874,BMW,282.1206629834254,1837220,1
3198,Infiniti,247.0,3048496,0
2857,Infiniti,394.0,3142972,0
11217,Audi,163.0,1871680,0
9689,Nissan,282.1206629834254,3910792,1
15373,Ford,416.0,2483617,0
19609,Audi,476.0,1581136,0
3317,Audi,276.0,367423,0
2312,LADA,282.1206629834254,1455254,1
19432,Nissan,220.0,1357832,0
8583,Toyota,429.0,2449053,0
8514,Nissan,438.0,2208418,0
4014,Nissan,329.0,2268772,0
8868,Mercedez-Benz,345.0,1202163,0
18187,LADA,89.0,414271,0
952,KIA,121.0,3273939,0
14048,Ford,93.0,1631888,0
11399,Daewoo,454.0,2126247,0
10062,Infiniti,264.0,2439110,0
13249,LADA,282.1206629834254,694942,1
3211,KIA,291.0,1499774,0
1174,Ford,194.0,3627671,0
9908,LADA,418.0,2534690,0
14364,LADA,116.0,764955,0
4299,Subaru,279.0,3607493,0
5229,BMW,343.0,2241826,0
5766,Nissan,72.0,2085318,0
986,Toyota,222.0,3945912,0
16895,Infiniti,282.1206629834254,2051984,1
6251,Nissan,150.0,2354434,0
13495,Audi,106.0,2102841,0
3043,Audi,373.0,2352327,0
8010,Mercedez-Benz,173.0,1384163,0
15415,Nissan,81.0,2922362,0
18771,Subaru,367.0,1024978,0
